event_id,origintime,event_magnitude,event_azimuth_from_crater_deg,event_distance_from_crater_km,network,station,location,channel,latitude,longitude,hypocentral_distance_km,epicentral_distance_km,p_guide_s,s_guide_s,coda_start_s,frequency_min_hz,frequency_max_hz,frequency_band,window_index,window_start_s,window_end_s,noise_rms,coda_rms,snr,passes_snr
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,TRVZ,10,HHZ,-39.298816259,175.547821602,145.71823518027134,145.53825738080818,24.286372530045224,41.63378148007752,83.26756296015505,1.0,10.0,1-10Hz,2,93.26756296015505,103.26756296015505,3.164368112703597e-08,1.9737609908967417e-06,62.37456960120814,True
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,TUVZ,10,EHZ,-39.267675863,175.654153029,145.14419612886292,144.9635056394654,24.190699354810487,41.46977032253226,82.93954064506453,1.0,10.0,1-10Hz,0,82.93954064506453,92.93954064506453,1.3613499595017067e-07,7.817946126829846e-06,57.427894071348405,True
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,TUVZ,10,EHZ,-39.267675863,175.654153029,145.14419612886292,144.9635056394654,24.190699354810487,41.46977032253226,82.93954064506453,1.0,10.0,1-10Hz,1,87.93954064506453,97.93954064506453,1.3613499595017067e-07,7.066588220318013e-06,51.908682047521324,True
2025p910674,2025-12-03T22:47:13.676Z,4.780924459628688,158.96376595736206,157.11515126043463,NZ,TUVZ,10,EHZ,-39.267675863,175.654153029,145.14419612886292,144.9635056394654,24.190699354810487,41.46977032253226,82.93954064506453,1.0,10.0,1-10Hz,2,92.93954064506453,102.93954064506453,1.3613499595017067e-07,5.309875437180603e-06,39.0044852179242,True
2025p969626,2025-12-25T18:16:50.734Z,4.71959311567875,166.7650367596879,167.00015900285425,NZ,OTVZ,10,HHZ,-39.163113759,175.665073554,166.39828689032373,165.6751215013829,27.733047815053954,47.54236768294964,95.08473536589928,1.0,10.0,1-10Hz,0,95.08473536589928,105.08473536589928,1.7478633912688855e-07,3.3107816626306036e-06,18.94187886289612,True
2025p969626,2025-12-25T18:16:50.734Z,4.71959311567875,166.7650367596879,167.00015900285425,NZ,OTVZ,10,HHZ,-39.163113759,175.665073554,166.39828689032373,165.6751215013829,27.733047815053954,47.54236768294964,95.08473536589928,1.0,10.0,1-10Hz,1,100.08473536589928,110.08473536589928,1.7478633912688855e-07,3.2028785440984692e-06,18.32453588820403,True
2025p969626,2025-12-25T18:16:50.734Z,4.71959311567875,166.7650367596879,167.00015900285425,NZ,OTVZ,10,HHZ,-39.163113759,175.665073554,166.39828689032373,165.6751215013829,27.733047815053954,47.54236768294964,95.08473536589928,1.0,10.0,1-10Hz,2,105.08473536589928,115.08473536589928,1.7478633912688855e-07,2.594558371078983e-06,14.844171369682543,True
2025p969626,2025-12-25T18:16:50.734Z,4.71959311567875,166.7650367596879,167.00015900285425,NZ,SNVZ,10,EHZ,-39.1862267,175.6403333,164.37949789019586,163.6474116235769,27.39658298169931,46.96557082577025,93.9311416515405,1.0,10.0,1-10Hz,0,93.9311416515405,103.9311416515405,1.683403167918654e-07,1.9810189174251746e-06,11.76794100889385,True
2025p969626,2025-12-25T18:16:50.734Z,4.71959311567875,166.7650367596879,167.00015900285425,NZ,SNVZ,10,EHZ,-39.1862267,175.6403333,164.37949789019586,163.6474116235769,27.39658298169931,46.96557082577025,93.9311416515405,1.0,10.0,1-10Hz,1,98.9311416515405,108.9311416515405,1.683403167918654e-07,2.054746218654712e-06,12.205906807192147,True
2025p969626,2025-12-25T18:16:50.734Z,4.71959311567875,166.7650367596879,167.00015900285425,NZ,SNVZ,10,EHZ,-39.1862267,175.6403333,164.37949789019586,163.6474116235769,27.39658298169931,46.96557082577025,93.9311416515405,1.0,10.0,1-10Hz,2,103.9311416515405,113.9311416515405,1.683403167918654e-07,2.005126448763742e-06,11.911148125275682,True
